wall_time_s,element_id,active_total,active_fresh,active_stale,inactive_total,collision_count,fresh_ratio,quorum_held,cp_frozen,cycle_count
23.295,4,4,4,0,0,0,1.0,1,0,210
23.402,0,4,4,0,0,0,1.0,1,0,211
23.403,1,4,4,0,0,0,1.0,1,0,211
23.403,2,4,4,0,0,0,1.0,1,0,211
23.404,3,4,4,0,0,0,1.0,1,0,211
23.405,4,4,4,0,0,0,1.0,1,0,211
23.512,0,4,4,0,0,0,1.0,1,0,212
23.513,1,4,4,0,0,0,1.0,1,0,212
23.513,2,4,4,0,0,0,1.0,1,0,212
23.514,3,4,4,0,0,0,1.0,1,0,212
23.515,4,4,4,0,0,0,1.0,1,0,212
23.622,0,4,4,0,0,0,1.0,1,0,213
23.623,1,4,4,0,0,0,1.0,1,0,213
23.623,2,4,4,0,0,0,1.0,1,0,213
23.624,3,4,4,0,0,0,1.0,1,0,213
23.625,4,4,4,0,0,0,1.0,1,0,213
23.732,0,4,4,0,0,0,1.0,1,0,214
23.733,1,4,4,0,0,0,1.0,1,0,214
23.733,2,4,4,0,0,0,1.0,1,0,214
23.734,3,4,4,0,0,0,1.0,1,0,214
23.735,4,4,4,0,0,0,1.0,1,0,214
23.842,0,4,4,0,0,0,1.0,1,0,215
23.843,1,4,4,0,0,0,1.0,1,0,215
23.844,2,4,4,0,0,0,1.0,1,0,215
23.844,3,4,4,0,0,0,1.0,1,0,215
23.845,4,4,4,0,0,0,1.0,1,0,215
23.952,0,4,4,0,0,0,1.0,1,0,216
23.953,1,4,4,0,0,0,1.0,1,0,216
23.953,2,4,4,0,0,0,1.0,1,0,216
23.954,3,4,4,0,0,0,1.0,1,0,216
23.955,4,4,4,0,0,0,1.0,1,0,216
24.062,0,4,4,0,0,0,1.0,1,0,217
24.063,1,4,4,0,0,0,1.0,1,0,217
24.063,2,4,4,0,0,0,1.0,1,0,217
24.064,3,4,4,0,0,0,1.0,1,0,217
24.065,4,4,4,0,0,0,1.0,1,0,217
24.172,0,4,4,0,0,0,1.0,1,0,218
24.173,1,4,4,0,0,0,1.0,1,0,218
24.173,2,4,4,0,0,0,1.0,1,0,218
24.174,3,4,4,0,0,0,1.0,1,0,218
24.175,4,4,4,0,0,0,1.0,1,0,218
24.282,0,4,4,0,0,0,1.0,1,0,219
24.283,1,4,4,0,0,0,1.0,1,0,219
24.283,2,4,4,0,0,0,1.0,1,0,219
24.284,3,4,4,0,0,0,1.0,1,0,219
24.285,4,4,4,0,0,0,1.0,1,0,219
24.392,0,4,4,0,0,0,1.0,1,0,220
24.393,1,4,4,0,0,0,1.0,1,0,220
24.394,2,4,4,0,0,0,1.0,1,0,220
24.394,3,4,4,0,0,0,1.0,1,0,220
24.395,4,4,4,0,0,0,1.0,1,0,220
24.502,0,4,4,0,0,0,1.0,1,0,221
24.503,1,4,4,0,0,0,1.0,1,0,221
24.503,2,4,4,0,0,0,1.0,1,0,221
24.504,3,4,4,0,0,0,1.0,1,0,221
24.505,4,4,4,0,0,0,1.0,1,0,221
24.612,0,4,4,0,0,0,1.0,1,0,222
24.613,1,4,4,0,0,0,1.0,1,0,222
24.613,2,4,4,0,0,0,1.0,1,0,222
24.614,3,4,4,0,0,0,1.0,1,0,222
24.615,4,4,4,0,0,0,1.0,1,0,222
24.722,0,4,4,0,0,0,1.0,1,0,223
24.723,1,4,4,0,0,0,1.0,1,0,223
24.723,2,4,4,0,0,0,1.0,1,0,223
24.724,3,4,4,0,0,0,1.0,1,0,223
24.725,4,4,4,0,0,0,1.0,1,0,223
24.832,0,4,4,0,0,0,1.0,1,0,224
24.833,1,4,4,0,0,0,1.0,1,0,224
24.833,2,4,4,0,0,0,1.0,1,0,224
24.834,3,4,4,0,0,0,1.0,1,0,224
24.835,4,4,4,0,0,0,1.0,1,0,224
24.942,0,4,4,0,0,0,1.0,1,0,225
24.943,1,4,4,0,0,0,1.0,1,0,225
24.944,2,4,4,0,0,0,1.0,1,0,225
24.944,3,4,4,0,0,0,1.0,1,0,225
24.945,4,4,4,0,0,0,1.0,1,0,225
25.052,0,4,4,0,0,0,1.0,1,0,226
25.053,1,4,4,0,0,0,1.0,1,0,226
25.053,2,4,4,0,0,0,1.0,1,0,226
25.054,3,4,4,0,0,0,1.0,1,0,226
25.055,4,4,4,0,0,0,1.0,1,0,226
25.162,0,4,4,0,0,0,1.0,1,0,227
25.163,1,4,4,0,0,0,1.0,1,0,227
25.163,2,4,4,0,0,0,1.0,1,0,227
25.164,3,4,4,0,0,0,1.0,1,0,227
25.165,4,4,4,0,0,0,1.0,1,0,227
25.272,0,4,4,0,0,0,1.0,1,0,228
25.273,1,4,4,0,0,0,1.0,1,0,228
25.273,2,4,4,0,0,0,1.0,1,0,228
25.274,3,4,4,0,0,0,1.0,1,0,228
25.275,4,4,4,0,0,0,1.0,1,0,228
25.382,0,4,4,0,0,0,1.0,1,0,229
25.383,1,4,4,0,0,0,1.0,1,0,229
25.383,2,4,4,0,0,0,1.0,1,0,229
25.384,3,4,4,0,0,0,1.0,1,0,229
25.385,4,4,4,0,0,0,1.0,1,0,229
25.492,0,4,4,0,0,0,1.0,1,0,230
25.493,1,4,4,0,0,0,1.0,1,0,230
25.494,2,4,4,0,0,0,1.0,1,0,230
25.494,3,4,4,0,0,0,1.0,1,0,230
25.495,4,4,4,0,0,0,1.0,1,0,230
25.602,0,4,4,0,0,0,1.0,1,0,231
25.603,1,4,4,0,0,0,1.0,1,0,231
25.603,2,4,4,0,0,0,1.0,1,0,231
25.604,3,4,4,0,0,0,1.0,1,0,231
25.605,4,4,4,0,0,0,1.0,1,0,231
25.712,0,4,4,0,0,0,1.0,1,0,232
25.713,1,4,4,0,0,0,1.0,1,0,232
25.713,2,4,4,0,0,0,1.0,1,0,232
25.714,3,4,4,0,0,0,1.0,1,0,232
25.715,4,4,4,0,0,0,1.0,1,0,232
25.822,0,4,4,0,0,0,1.0,1,0,233
25.823,1,4,4,0,0,0,1.0,1,0,233
25.823,2,4,4,0,0,0,1.0,1,0,233
25.824,3,4,4,0,0,0,1.0,1,0,233
25.825,4,4,4,0,0,0,1.0,1,0,233
25.932,0,4,4,0,0,0,1.0,1,0,234
25.933,1,4,4,0,0,0,1.0,1,0,234
25.933,2,4,4,0,0,0,1.0,1,0,234
25.934,3,4,4,0,0,0,1.0,1,0,234
25.935,4,4,4,0,0,0,1.0,1,0,234
26.042,0,4,4,0,0,0,1.0,1,0,235
26.043,1,4,4,0,0,0,1.0,1,0,235
26.044,2,4,4,0,0,0,1.0,1,0,235
26.044,3,4,4,0,0,0,1.0,1,0,235
26.045,4,4,4,0,0,0,1.0,1,0,235
26.152,0,4,4,0,0,0,1.0,1,0,236
26.153,1,4,4,0,0,0,1.0,1,0,236
26.153,2,4,4,0,0,0,1.0,1,0,236
26.154,3,4,4,0,0,0,1.0,1,0,236
26.155,4,4,4,0,0,0,1.0,1,0,236
26.262,0,4,4,0,0,0,1.0,1,0,237
26.263,1,4,4,0,0,0,1.0,1,0,237
26.263,2,4,4,0,0,0,1.0,1,0,237
26.264,3,4,4,0,0,0,1.0,1,0,237
26.265,4,4,4,0,0,0,1.0,1,0,237
26.372,0,4,4,0,0,0,1.0,1,0,238
26.373,1,4,4,0,0,0,1.0,1,0,238
26.373,2,4,4,0,0,0,1.0,1,0,238
26.374,3,4,4,0,0,0,1.0,1,0,238
26.375,4,4,4,0,0,0,1.0,1,0,238
26.482,0,4,4,0,0,0,1.0,1,0,239
26.483,1,4,4,0,0,0,1.0,1,0,239
26.483,2,4,4,0,0,0,1.0,1,0,239
26.484,3,4,4,0,0,0,1.0,1,0,239
26.485,4,4,4,0,0,0,1.0,1,0,239
26.592,0,4,4,0,0,0,1.0,1,0,240
26.593,1,4,4,0,0,0,1.0,1,0,240
26.594,2,4,4,0,0,0,1.0,1,0,240
26.594,3,4,4,0,0,0,1.0,1,0,240
26.595,4,4,4,0,0,0,1.0,1,0,240
26.702,0,4,4,0,0,0,1.0,1,0,241
26.703,1,4,4,0,0,0,1.0,1,0,241
26.703,2,4,4,0,0,0,1.0,1,0,241
26.704,3,4,4,0,0,0,1.0,1,0,241
26.705,4,4,4,0,0,0,1.0,1,0,241
26.812,0,4,4,0,0,0,1.0,1,0,242
26.813,1,4,4,0,0,0,1.0,1,0,242
26.813,2,4,4,0,0,0,1.0,1,0,242
26.814,3,4,4,0,0,0,1.0,1,0,242
26.815,4,4,4,0,0,0,1.0,1,0,242
26.922,0,4,4,0,0,0,1.0,1,0,243
26.923,1,4,4,0,0,0,1.0,1,0,243
26.923,2,4,4,0,0,0,1.0,1,0,243
26.924,3,4,4,0,0,0,1.0,1,0,243
26.925,4,4,4,0,0,0,1.0,1,0,243
27.032,0,4,4,0,0,0,1.0,1,0,244
27.033,1,4,4,0,0,0,1.0,1,0,244
27.033,2,4,4,0,0,0,1.0,1,0,244
27.034,3,4,4,0,0,0,1.0,1,0,244
27.035,4,4,4,0,0,0,1.0,1,0,244
27.142,0,4,4,0,0,0,1.0,1,0,245
27.143,1,4,4,0,0,0,1.0,1,0,245
27.144,2,4,4,0,0,0,1.0,1,0,245
27.144,3,4,4,0,0,0,1.0,1,0,245
27.147,4,4,4,0,0,0,1.0,1,0,245
27.252,0,4,4,0,0,0,1.0,1,0,246
27.252,1,4,4,0,0,0,1.0,1,0,246
27.253,2,4,4,0,0,0,1.0,1,0,246
27.254,3,4,4,0,0,0,1.0,1,0,246
27.255,4,4,4,0,0,0,1.0,1,0,246
27.362,0,4,4,0,0,0,1.0,1,0,247
27.362,1,4,4,0,0,0,1.0,1,0,247
27.363,2,4,4,0,0,0,1.0,1,0,247
27.364,3,4,4,0,0,0,1.0,1,0,247
27.365,4,4,4,0,0,0,1.0,1,0,247
27.472,0,4,4,0,0,0,1.0,1,0,248
27.472,1,4,4,0,0,0,1.0,1,0,248
27.473,2,4,4,0,0,0,1.0,1,0,248
27.474,3,4,4,0,0,0,1.0,1,0,248
27.475,4,4,4,0,0,0,1.0,1,0,248
27.582,0,4,4,0,0,0,1.0,1,0,249
27.582,1,4,4,0,0,0,1.0,1,0,249
27.583,2,4,4,0,0,0,1.0,1,0,249
27.584,3,4,4,0,0,0,1.0,1,0,249
27.585,4,4,4,0,0,0,1.0,1,0,249
27.692,0,4,4,0,0,0,1.0,1,0,250
27.693,1,4,4,0,0,0,1.0,1,0,250
27.694,2,4,4,0,0,0,1.0,1,0,250
27.694,3,4,4,0,0,0,1.0,1,0,250
27.695,4,4,4,0,0,0,1.0,1,0,250
27.802,0,4,4,0,0,0,1.0,1,0,251
27.802,1,4,4,0,0,0,1.0,1,0,251
27.803,2,4,4,0,0,0,1.0,1,0,251
27.804,3,4,4,0,0,0,1.0,1,0,251
27.805,4,4,4,0,0,0,1.0,1,0,251
27.912,0,4,4,0,0,0,1.0,1,0,252
27.912,1,4,4,0,0,0,1.0,1,0,252
27.913,2,4,4,0,0,0,1.0,1,0,252
27.914,3,4,4,0,0,0,1.0,1,0,252
27.915,4,4,4,0,0,0,1.0,1,0,252
28.022,0,4,4,0,0,0,1.0,1,0,253
28.022,1,4,4,0,0,0,1.0,1,0,253
28.023,2,4,4,0,0,0,1.0,1,0,253
28.024,3,4,4,0,0,0,1.0,1,0,253
28.025,4,4,4,0,0,0,1.0,1,0,253
28.132,0,4,4,0,0,0,1.0,1,0,254
28.132,1,4,4,0,0,0,1.0,1,0,254
28.133,2,4,4,0,0,0,1.0,1,0,254
28.134,3,4,4,0,0,0,1.0,1,0,254
28.135,4,4,4,0,0,0,1.0,1,0,254
28.242,0,4,4,0,0,0,1.0,1,0,255
28.243,1,4,4,0,0,0,1.0,1,0,255
28.244,2,4,4,0,0,0,1.0,1,0,255
28.244,3,4,4,0,0,0,1.0,1,0,255
28.245,4,4,4,0,0,0,1.0,1,0,255
28.352,0,4,4,0,0,0,1.0,1,0,256
28.353,1,4,4,0,0,0,1.0,1,0,256
28.353,2,4,4,0,0,0,1.0,1,0,256
28.354,3,4,4,0,0,0,1.0,1,0,256
28.355,4,4,4,0,0,0,1.0,1,0,256
28.462,0,4,4,0,0,0,1.0,1,0,257
28.463,1,4,4,0,0,0,1.0,1,0,257
28.463,2,4,4,0,0,0,1.0,1,0,257
28.464,3,4,4,0,0,0,1.0,1,0,257
28.465,4,4,4,0,0,0,1.0,1,0,257
28.572,0,4,4,0,0,0,1.0,1,0,258
28.573,1,4,4,0,0,0,1.0,1,0,258
28.573,2,4,4,0,0,0,1.0,1,0,258
28.574,3,4,4,0,0,0,1.0,1,0,258
28.575,4,4,4,0,0,0,1.0,1,0,258
28.682,0,4,4,0,0,0,1.0,1,0,259
28.683,1,4,4,0,0,0,1.0,1,0,259
28.683,2,4,4,0,0,0,1.0,1,0,259
28.684,3,4,4,0,0,0,1.0,1,0,259
28.685,4,4,4,0,0,0,1.0,1,0,259
28.792,0,4,4,0,0,0,1.0,1,0,260
28.793,1,4,4,0,0,0,1.0,1,0,260
28.794,2,4,4,0,0,0,1.0,1,0,260
28.794,3,4,4,0,0,0,1.0,1,0,260
28.795,4,4,4,0,0,0,1.0,1,0,260
28.902,0,4,4,0,0,0,1.0,1,0,261
28.903,1,4,4,0,0,0,1.0,1,0,261
28.903,2,4,4,0,0,0,1.0,1,0,261
28.904,3,4,4,0,0,0,1.0,1,0,261
28.905,4,4,4,0,0,0,1.0,1,0,261
29.012,0,4,4,0,0,0,1.0,1,0,262
29.013,1,4,4,0,0,0,1.0,1,0,262
29.013,2,4,4,0,0,0,1.0,1,0,262
29.014,3,4,4,0,0,0,1.0,1,0,262
29.015,4,4,4,0,0,0,1.0,1,0,262
29.122,0,4,4,0,0,0,1.0,1,0,263
29.123,1,4,4,0,0,0,1.0,1,0,263
29.123,2,4,4,0,0,0,1.0,1,0,263
29.124,3,4,4,0,0,0,1.0,1,0,263
29.125,4,4,4,0,0,0,1.0,1,0,263
29.232,0,4,4,0,0,0,1.0,1,0,264
29.233,1,4,4,0,0,0,1.0,1,0,264
29.233,2,4,4,0,0,0,1.0,1,0,264
29.234,3,4,4,0,0,0,1.0,1,0,264
29.235,4,4,4,0,0,0,1.0,1,0,264
29.342,0,4,4,0,0,0,1.0,1,0,265
29.343,1,4,4,0,0,0,1.0,1,0,265
29.344,2,4,4,0,0,0,1.0,1,0,265
29.344,3,4,4,0,0,0,1.0,1,0,265
29.345,4,4,4,0,0,0,1.0,1,0,265
29.452,0,4,4,0,0,0,1.0,1,0,266
29.453,1,4,4,0,0,0,1.0,1,0,266
29.453,2,4,4,0,0,0,1.0,1,0,266
29.454,3,4,4,0,0,0,1.0,1,0,266
29.455,4,4,4,0,0,0,1.0,1,0,266
29.562,0,4,4,0,0,0,1.0,1,0,267
29.563,1,4,4,0,0,0,1.0,1,0,267
29.563,2,4,4,0,0,0,1.0,1,0,267
29.564,3,4,4,0,0,0,1.0,1,0,267
29.565,4,4,4,0,0,0,1.0,1,0,267
29.672,0,4,4,0,0,0,1.0,1,0,268
29.673,1,4,4,0,0,0,1.0,1,0,268
29.673,2,4,4,0,0,0,1.0,1,0,268
29.674,3,4,4,0,0,0,1.0,1,0,268
29.675,4,4,4,0,0,0,1.0,1,0,268
29.782,0,4,4,0,0,0,1.0,1,0,269
29.783,1,4,4,0,0,0,1.0,1,0,269
29.783,2,4,4,0,0,0,1.0,1,0,269
29.784,3,4,4,0,0,0,1.0,1,0,269
29.785,4,4,4,0,0,0,1.0,1,0,269
29.892,0,4,4,0,0,0,1.0,1,0,270
29.893,1,4,4,0,0,0,1.0,1,0,270
29.894,2,4,4,0,0,0,1.0,1,0,270
29.894,3,4,4,0,0,0,1.0,1,0,270
29.895,4,4,4,0,0,0,1.0,1,0,270
30.002,0,4,4,0,0,0,1.0,1,0,271
30.002,1,4,4,0,0,0,1.0,1,0,271
30.003,2,4,4,0,0,0,1.0,1,0,271
30.004,3,4,4,0,0,0,1.0,1,0,271
30.005,4,4,4,0,0,0,1.0,1,0,271
30.112,0,4,4,0,0,0,1.0,1,0,272
30.112,1,4,4,0,0,0,1.0,1,0,272
30.113,2,4,4,0,0,0,1.0,1,0,272
30.114,3,4,4,0,0,0,1.0,1,0,272
30.115,4,4,4,0,0,0,1.0,1,0,272
30.222,0,4,4,0,0,0,1.0,1,0,273
30.222,1,4,4,0,0,0,1.0,1,0,273
30.223,2,4,4,0,0,0,1.0,1,0,273
30.224,3,4,4,0,0,0,1.0,1,0,273
30.225,4,4,4,0,0,0,1.0,1,0,273
30.332,0,4,4,0,0,0,1.0,1,0,274
30.332,1,4,4,0,0,0,1.0,1,0,274
30.333,2,4,4,0,0,0,1.0,1,0,274
30.334,3,4,4,0,0,0,1.0,1,0,274
30.335,4,4,4,0,0,0,1.0,1,0,274
30.442,0,4,4,0,0,0,1.0,1,0,275
30.443,1,4,4,0,0,0,1.0,1,0,275
30.444,2,4,4,0,0,0,1.0,1,0,275
30.444,3,4,4,0,0,0,1.0,1,0,275
30.445,4,4,4,0,0,0,1.0,1,0,275
30.552,0,4,4,0,0,0,1.0,1,0,276
30.552,1,4,4,0,0,0,1.0,1,0,276
30.553,2,4,4,0,0,0,1.0,1,0,276
30.554,3,4,4,0,0,0,1.0,1,0,276
30.555,4,4,4,0,0,0,1.0,1,0,276
30.662,0,4,4,0,0,0,1.0,1,0,277
30.662,1,4,4,0,0,0,1.0,1,0,277
30.663,2,4,4,0,0,0,1.0,1,0,277
30.664,3,4,4,0,0,0,1.0,1,0,277
30.665,4,4,4,0,0,0,1.0,1,0,277
30.772,0,4,4,0,0,0,1.0,1,0,278
30.772,1,4,4,0,0,0,1.0,1,0,278
30.773,2,4,4,0,0,0,1.0,1,0,278
30.774,3,4,4,0,0,0,1.0,1,0,278
30.775,4,4,4,0,0,0,1.0,1,0,278
30.882,0,4,4,0,0,0,1.0,1,0,279
30.882,1,4,4,0,0,0,1.0,1,0,279
30.883,2,4,4,0,0,0,1.0,1,0,279
30.884,3,4,4,0,0,0,1.0,1,0,279
30.885,4,4,4,0,0,0,1.0,1,0,279
30.992,0,4,4,0,0,0,1.0,1,0,280
30.993,1,4,4,0,0,0,1.0,1,0,280
30.994,2,4,4,0,0,0,1.0,1,0,280
30.994,3,4,4,0,0,0,1.0,1,0,280
30.995,4,4,4,0,0,0,1.0,1,0,280
31.102,0,4,4,0,0,0,1.0,1,0,281
31.102,1,4,4,0,0,0,1.0,1,0,281
31.103,2,4,4,0,0,0,1.0,1,0,281
31.104,3,4,4,0,0,0,1.0,1,0,281
31.105,4,4,4,0,0,0,1.0,1,0,281
31.212,0,4,4,0,0,0,1.0,1,0,282
31.212,1,4,4,0,0,0,1.0,1,0,282
31.213,2,4,4,0,0,0,1.0,1,0,282
31.214,3,4,4,0,0,0,1.0,1,0,282
31.215,4,4,4,0,0,0,1.0,1,0,282
